index,Scrapbs,Screcrapbs,Scbpd,Scsatbpd,Spbpd,Spsatbpd,Scsatlearn,Spsatlearn,Spsceffective_a,Spsceffective_b,Spsceffective_c,Spsceffective_d,Scposcontr,Tscperception_a,Tscperception_b,Tscperception_c,Tscperception_d,Scparinkind,Scsizeinkind,Scparfundraise_a,Scparfundraise_b,Scparfundraise,Scmeettripartite,Scdistrapbs,Spparentsrapbs,Spinviterapbs,Tsatlearn,Pcont_u,Pcont_bar,Pcont_physical,Prap_a,Prap_b,Prap_c,Prapbs,Psatlearnknow,Pknow_scexist,Pknow_scmem,Pmtgrapbs,Pcont,Prap_d
254,,0,tidak,tidak tahu,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,7,0,,,,0,1,1,Ya,1,2,300000,1500000,1,0,0,1,1.333333333,2,0.333333333,1.333333333,0.333333333,1800000,0.333333333
255,,0,tidak,kurang,Tidak,sangat besar,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,6,6,0,,,5000,5000,1,1,Tidak,1,3,,,0,0.666666667,0,0.333333333,1,2.666666667,0.333333333,0.333333333,0,,0
256,,0,tidak,besar,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,6,6,6,5,0,,,30000,30000,1,1,Ya,1,2,,,0,0.666666667,0.666666667,0.666666667,2.333333333,2,1,1.333333333,0.666666667,,0.333333333
257,,0,ya,kurang,Tidak,tidak tahu,belum memuaskan,Memuaskan,,,,,ya,8,7,8,5,0,,,,0,1,0,Tidak,0,2,,,0,0,0,0,0,3,0,0,0,,0
258,0,0,ya,besar,Ya,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,6,0,,,60000,60000,1,1,Ya,1,2,,,0,0.666666667,0.333333333,0.666666667,1.666666667,2.666666667,0,0,0,,0
259,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,,,,,ya,9,8,8,7,0,,,,0,4,0,Tidak,0,3,,,0,0,0,0,0,2.333333333,0,0,0,,0
260,,0,tidak,sangat kurang,Tidak,sangat besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,,30000,30000,1,0,Tidak,0,3,,,0,0.666666667,0,0,0.666666667,2,0,0,0,,0
261,,0,tidak,sangat kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,,,,,tidak,6,6,6,6,0,,,,0,2,1,Tidak,0,2,,10000,1,1,0,0.333333333,1.333333333,2.333333333,0.333333333,0.666666667,0,,0
262,0,0,tidak,sangat kurang,Tidak,sangat kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,8,9,7,0,,,,0,2,0,Ya,1,2,,,0,1,0.666666667,0.666666667,2.666666667,2.333333333,0.333333333,0.333333333,0,,0.333333333
263,,0,tidak,tidak tahu,Tidak,kurang,belum memuaskan,Sangat belum memuaskan,,,,,tidak,7,7,7,6,0,,,,0,1,1,Ya,0,2,10000,7500,1,0,0.666666667,0.333333333,1.333333333,2.333333333,0,0,0.333333333,17500,0.333333333
264,1,0,tidak,besar,Ya,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,8,0,,,,0,1,1,Ya,1,2,,,0,1,1,0.666666667,3,2,1,2,1,,0.333333333
265,0,0,,,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,9,7,0,,,,0,1,0,Tidak,0,2,,,0,0.333333333,1,0.333333333,1.666666667,2.666666667,1,2,0.333333333,,0
266,,0,tidak,kurang,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,menolak menjawab,menolak menjawab,menolak menjawab,menolak menjawab,0,,,,0,1,0,Ya,1,3,,,0,1,1,0,2,3,1,1,1,,0
267,,0,tidak,kurang,,,belum memuaskan,Belum memuaskan,Kurang,Kurang,Ya,Kurang,ya,10,10,10,10,1,2,,,0,2,1,Ya,1,2,0,,0,0,0.666666667,0.666666667,2,2,0.666666667,1.333333333,0,,0.666666667
268,0,0,ya,besar,Ya,sangat kurang,sangat belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,7,9,8,0,,,,0,2,1,Ya,1,2,,,0,0.333333333,0.666666667,0.333333333,1.666666667,3,1,2,1,,0.333333333
269,1,0,ya,sangat besar,Ya,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Tidak Tahu,Ya,tidak,8,8,8,8,0,,,,0,2,1,Tidak berlaku,1,2,,,0,1,0.333333333,0.333333333,2,2,1,2,0.333333333,,0.333333333
270,1,0,tidak,kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,8,9,7,1,1,,,0,3,1,Tidak,1,2,20000,,0,0,0,0,0,2.333333333,1,3,1,,0
271,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,6,0,,,,0,3,0,Ya,1,2,,,0,1,1,1,3,2.666666667,1,2,1,,0
272,,0,tidak,kurang,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,7,1,3,,10000,10000,1,1,Ya,1,2,,,0,1,1,1,3.666666667,2,1,1,0,,0.666666667
273,0,0,tidak,sangat besar,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,6,0,,2000,25000,27000,1,1,Ya,1,2,5000,,0,1,1,1,4,3,1,2,1,,1
274,0,0,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,8,8,8,8,1,3,3000,100,3100,4,1,Ya,1,3,,,0,1,1,1,4,3,1,4,1,,1
275,,0,tidak,besar,Ya,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,9,10,10,1,3,,,0,6,1,Tidak,1,2,,,0,1,0.333333333,0.666666667,2,2,1,2.333333333,0.666666667,,0
276,,0,tidak,kurang,Ya,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,8,8,8,8,0,,,,0,1,1,Ya,1,2,,,0,1,1,1,4,3,1,2.666666667,1,,1
277,0,0,tidak,kurang,Ya,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,1,2,,,0,3,0,Ya,0,3,,,0,1,0,1,3,3,1,2,1,,1
278,,0,ya,sangat besar,Tidak,kurang,sangat belum memuaskan,Sangat belum memuaskan,Ya,Ya,Ya,Ya,tidak,6,6,6,6,0,,,,0,3,1,Ya,0,3,25000,,0,1,1,0,2,3,1,2,1,,0
279,0,0,ya,kurang,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,9,1,1,,5000,5000,4,0,Ya,1,2,,,0,1,0,1,3,3,1,1.666666667,0,,1
280,,0,tidak,kurang,Tidak,besar,memuaskan,Belum memuaskan,Kurang,Kurang,Ya,Ya,ya,8,8,8,8,0,,,,0,2,1,Tidak,1,2,10000,,0,0.333333333,0.333333333,0,0.666666667,2,0.333333333,0.333333333,0.666666667,,0
281,,0,tidak,kurang,Ya,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,7,6,0,,,,0,,1,Ya,1,3,2000,,0,1,1,1,4,3,1,2.333333333,0.333333333,,1
282,0,0,tidak,sangat kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,7,1,3,,,0,2,1,Tidak,1,3,,,0,0.333333333,0.666666667,0.333333333,1.666666667,2,0.333333333,1,0,,0.333333333
283,0,0,tidak,kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,7,10,7,0,,,,0,5,1,Tidak,0,3,,,0,0,0,0,0,3,1,3,0,,0
284,,0,,,Tidak,sangat kurang,belum memuaskan,Belum memuaskan,Kurang,Tidak,Ya,Kurang,ya,6,6,6,5,0,,,,0,1,1,Tidak berlaku,1,2,,,0,0.666666667,0,1,1.666666667,2,0,0,0,,0
285,0,0,tidak,sangat kurang,Tidak,sangat kurang,belum memuaskan,Sangat belum memuaskan,Ya,Ya,Ya,Ya,ya,8,7,10,7,0,,,,0,2,1,Ya,0,2,30000,,0,0.666666667,0.666666667,1,3.333333333,2.666666667,1,2,0,,1
286,,0,tidak,besar,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,,0,Ya,1,2,,,0,0,0,0,0,2.333333333,0.333333333,0.333333333,0,,0
287,,0,ya,kurang,Ya,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,6,1,3,,,0,2,0,Ya,1,3,,,0,0,0,0,0,2,0.666666667,1,0.333333333,,0
288,,0,tidak,tidak tahu,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,2,1,Ya,1,2,1333.333333,,0,1,1,1,4,3,1,2,1,,1
289,,0,tidak,besar,Ya,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,10,10,9,0,,,,0,1,1,Ya,1,3,,,0,1,0.333333333,0.666666667,2.333333333,2.666666667,0.333333333,0.666666667,1,,0.333333333
290,,0,tidak,sangat kurang,Tidak,besar,memuaskan,Memuaskan,Kurang,Kurang,Ya,Ya,ya,8,8,8,8,0,,,40000,40000,1,1,Ya,1,3,,,0,1,1,1,4,3,1,1.333333333,1,,1
291,,0,ya,besar,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Kurang,Ya,Ya,tidak,8,9,9,8,0,,,,0,1,1,Ya,1,2,,,0,0,1,1,3,3,0,0,0,,1
292,0,0,tidak,sangat kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,10,0,,,60000,60000,1,1,Tidak,0,3,60000,,0,1,1,1,3.333333333,3,1,2,1,,0.333333333
293,,0,tidak,kurang,Ya,tidak tahu,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,6,6,6,6,0,,,,0,1,1,Tidak,0,3,,,0,0.666666667,0.333333333,0.333333333,1.666666667,3,0.666666667,1.333333333,1,,0.333333333
294,,0,tidak,tidak tahu,Ya,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,,900000,900000,1,1,Tidak,1,2,,,0,0.333333333,1,1,3.333333333,1,1,1.666666667,0,,1
295,,1,ya,besar,Ya,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,10,8,0,,,,0,1,1,Ya,0,2,,,0,0.333333333,0.333333333,0.333333333,1,3,1,1.666666667,0.333333333,,0
296,1,0,tidak,besar,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,7,1,3,,,0,4,1,Ya,0,3,,,0,0.666666667,0.666666667,1,3.333333333,3,0.666666667,1.666666667,0.666666667,,1
297,0,0,ya,besar,Ya,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,1,2,,,0,1,1,Ya,1,2,25000,,0,1,0,0,1,2,1,2,1,,0
298,,0,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,6,1,3,,4239000,4239000,1,1,Ya,1,2,,,0,1,0,1,3,0,1,2,1,,1
299,,0,tidak,sangat kurang,Tidak,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,8,1,3,,40000,40000,1,1,Ya,0,3,,,0,1,1,1,4,2.666666667,1,2.666666667,1,,1
300,,0,tidak,kurang,Tidak,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,7,0,,,,0,1,0,Ya,1,2,,,0,0.666666667,0.333333333,1,3,3,1,1.333333333,1,,1
301,,0,tidak,sangat kurang,Tidak,sangat kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,6,0,,,25000,25000,1,1,Ya,1,2,,,0,1,1,1,4,2.666666667,1,2,1,,1
302,,0,ya,sangat besar,Ya,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,9,6,1,3,,,0,1,1,Ya,0,2,,,0,1,1,1,4,3,1,1.333333333,1,,1
303,1,0,ya,besar,Tidak,tidak tahu,memuaskan,Belum memuaskan,Kurang,Tidak,Ya,Kurang,ya,7,8,8,7,0,,,,0,3,1,Tidak,1,2,,,0,1,1,1,4,3,1,4,1,,1
304,,0,ya,sangat kurang,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,8,9,9,8,1,3,,,0,,1,Ya,1,2,,,0,1,1,0,2,2,1,1,0,,0
305,,1,ya,besar,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,1,3,,20000,20000,3,1,Tidak,0,3,20000,,0,1,1,1,4,3,1,1.333333333,0.666666667,,1
306,,0,ya,besar,Ya,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,6,1,3,,,0,2,1,Ya,1,3,,5000,1,0.333333333,0,0.333333333,0.666666667,2.333333333,0,0,0.333333333,,0
307,,0,ya,besar,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,8,1,3,,20000,20000,2,1,Ya,1,3,20000,,0,1,1,0.666666667,2.666666667,3.666666667,1,1,0,,0
308,,0,tidak,besar,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,7,8,8,7,0,,,,0,4,1,Tidak,0,2,,,0,1,1,1,4,3,1,2.333333333,0,,1
309,,0,tidak,besar,Ya,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,6,6,6,6,0,,5000,,5000,2,1,Ya,1,2,,,0,1,0.333333333,0.333333333,1.666666667,0,0.333333333,0.666666667,0,,0
310,0,0,ya,besar,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,1,3,,,0,6,1,Ya,1,2,,,0,0,0,0,0,1,0,0,0.333333333,,0
311,,0,tidak,sangat kurang,Tidak,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,9,8,1,3,4245000,40000,4285000,5,0,Tidak,1,3,85000,,0,0.333333333,0.666666667,0.333333333,1.666666667,3,0.666666667,1.666666667,1,,0.333333333
312,,0,tidak,kurang,Ya,besar,memuaskan,Belum memuaskan,,,,,ya,8,9,8,8,0,,,,0,1,1,Ya,0,3,,,0,1,1,1,4,3,1,1.333333333,0,,1
313,1,0,ya,besar,Ya,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,1000,1000,3,1,Ya,1,2,0,,0,0.666666667,0.666666667,0.666666667,2.666666667,2.666666667,0.666666667,1.333333333,0.666666667,,0.666666667
314,,0,tidak,kurang,Ya,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,6,0,,,,0,,1,Ya,0,3,,,0,0.333333333,0,0,0.333333333,0,0.666666667,0.666666667,0,,0
315,,1,ya,besar,Ya,besar,memuaskan,Belum memuaskan,,,,,ya,7,8,9,6,0,,,,0,1,1,Ya,0,3,25100,,0,0.333333333,0,0.333333333,1,2.666666667,0.333333333,0.666666667,0.333333333,,0.333333333
316,,0,tidak,sangat kurang,Ya,besar,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,9,0,,,,0,5,1,Ya,1,2,,,0,0.333333333,0.333333333,0.333333333,1,0,0.333333333,0.333333333,0,,0
317,,0,tidak,kurang,Tidak,sangat besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,7,10,7,0,,,,0,6,1,Ya,1,2,15000,,0,0,1,0,1,3,1,2.333333333,0,,0
318,0,0,tidak,kurang,Tidak,sangat kurang,sangat memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,8,8,8,8,0,,,,0,3,1,Ya,1,3,,,0,1,0.333333333,0.333333333,1.666666667,3,1,2,0,,0
319,0,0,ya,kurang,Ya,besar,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,9,0,,,,0,2,1,Ya,1,2,,,0,0.666666667,0.666666667,0,1.333333333,1.333333333,0.333333333,0.333333333,0.333333333,,0
320,,0,tidak,kurang,Ya,besar,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,6,7,7,6,0,,,40000,40000,1,1,Ya,1,3,40000,,0,1,1,0.333333333,3.333333333,3,1,2.333333333,1,,1
321,,0,tidak,kurang,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,9,0,,,,0,2,1,Ya,0,2,,,0,1,0.666666667,0.333333333,2.333333333,1.666666667,0.666666667,1.666666667,0.333333333,,0.333333333
322,,0,ya,besar,Ya,besar,memuaskan,Memuaskan,,,,,ya,9,8,8,8,0,,,,0,3,1,Ya,0,2,,,0,0.333333333,1,0.333333333,2.333333333,3,0.333333333,1,1,,0.666666667
323,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,10,0,,,,0,1,1,Ya,1,3,,,0,1,1,1,4,3,1,3.333333333,1,,1
324,,0,,,,,tidak tahu,Memuaskan,Ya,Ya,Ya,Ya,ya,8,7,8,7,0,,,,0,6,0,Ya,1,2,1000,,0,0.333333333,0.333333333,0.333333333,1.333333333,3,0.333333333,0.666666667,0.333333333,,0.333333333
325,1,0,tidak,kurang,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,1,3,,,0,3,1,Ya,0,2,1000,,0,0.666666667,0.666666667,0.666666667,2.666666667,2.666666667,0.666666667,1.666666667,0.333333333,,0.666666667
326,1,0,tidak,besar,Ya,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,8,1,3,,,0,2,1,Ya,1,2,,,0,0,1,0.333333333,1.666666667,3,1,3,1,,0.333333333
327,,0,ya,kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,3000000,3000000,4,1,Ya,1,2,,,0,0.666666667,0.666666667,0.666666667,2.333333333,2,0,0,0,,0.333333333
328,1,0,tidak,besar,Tidak,sangat kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,6,0,,,,0,2,1,Ya,1,3,25000,,0,0.666666667,1,0,2.666666667,3,0.666666667,1.666666667,1,,1
329,1,0,tidak,kurang,Ya,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,7,8,6,0,,,,0,4,1,Ya,1,2,,,0,1,1,0.666666667,3.666666667,3,1,2.333333333,0,,1
330,,0,ya,besar,Tidak,tidak tahu,belum memuaskan,Memuaskan,Ya,Kurang,Kurang,Kurang,ya,10,10,10,6,1,3,,,0,,1,Tidak,1,3,,,0,1,1,1,3,3,0.333333333,0.333333333,0,,0
331,,0,tidak,besar,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,9,10,8,0,,,,0,4,0,Ya,1,2,4000,,0,0.333333333,0.666666667,0.333333333,1.666666667,2,1,3.333333333,0,,0.333333333
332,,0,tidak,kurang,Ya,sangat kurang,memuaskan,Belum memuaskan,Ya,Kurang,Ya,Ya,ya,7,10,10,7,0,,,,0,2,0,Tidak,1,3,,,0,0,0.666666667,0,0.666666667,0,0.333333333,0.666666667,0.333333333,,0
333,,0,tidak,besar,Tidak,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,9,9,8,0,,,,0,1,1,Ya,1,2,,,0,0,0.333333333,0,0.333333333,0,1,1,0,,0
334,0,0,ya,besar,Ya,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,10,0,,,,0,1,1,Tidak,0,2,,,0,0.333333333,0.666666667,0,1,1,0.666666667,1.333333333,0,,0
335,,0,tidak,besar,Tidak,tidak tahu,memuaskan,Belum memuaskan,Tidak Tahu,Kurang,Ya,Ya,ya,8,10,10,10,0,,,,0,4,0,Tidak,1,2,,,0,0,0,0,0,0.666666667,0.666666667,1.666666667,0,,0
336,,0,ya,besar,Ya,sangat besar,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,7,8,8,7,1,3,,,0,3,1,Ya,1,3,15000,,0,1,1,1,4,3,0.666666667,1.333333333,0.333333333,,1
337,,0,ya,besar,Tidak,besar,belum memuaskan,Belum memuaskan,,,,,ya,9,9,9,8,1,3,,,0,1,1,Ya,0,3,,,0,1,0.666666667,0.666666667,3,3,1,1.333333333,0,,0.666666667
338,0,0,ya,besar,Ya,kurang,sangat memuaskan,Memuaskan,,,,,ya,8,9,10,8,1,2,,,0,3,1,Ya,0,3,3250,11000,1,1,0.666666667,0.666666667,3.333333333,3,1,2,0.333333333,14250,1
339,0,0,tidak,besar,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,10,10,9,8,0,,,,0,1,1,Ya,0,3,,,0,1,1,1,4,3,1,2,0,,1
340,,0,tidak,tidak tahu,Tidak,tidak tahu,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,9,0,,,1500000,1500000,1,1,Tidak,1,3,125000,,0,1,1,1,4,3,1,1,1,,1
341,,0,,,Tidak,sangat besar,belum memuaskan,Belum memuaskan,,,,,tidak,8,9,9,9,0,,,,0,5,1,Ya,0,3,200,,0,0.666666667,0,0,1,3,0.333333333,0.333333333,0,,0.333333333
342,,0,ya,kurang,,,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,7,0,,,50000,50000,2,1,Ya,0,2,,,0,1,1,0.333333333,3,3,0.333333333,1,0,,0.666666667
343,1,0,tidak,besar,,,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,9,8,10,1,3,,75000,75000,2,0,Ya,1,2,75000,,0,1,1,1,4,3,0.666666667,1.333333333,0.666666667,,1
344,,0,ya,besar,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,9,1,3,,,0,1,1,Ya,1,3,,,0,1,1,1,4,3,0.333333333,1,0,,1
345,,0,,,,,belum memuaskan,Memuaskan,Kurang,Kurang,Ya,Ya,tidak,8,7,7,8,0,,,,0,3,1,Ya,0,2,500,,0,1,1,1,4,2.666666667,0.333333333,0.333333333,0,,1
346,0,0,,,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,9,9,6,0,,,25000,25000,1,1,Ya,0,3,25000,40000,1,0.333333333,0.333333333,0.333333333,1.333333333,2.666666667,0.666666667,0.666666667,0.333333333,65000,0.333333333
347,,0,tidak,kurang,Tidak,tidak tahu,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,3,1,Ya,1,3,666.6666667,,0,1,1,1,4,2,1,2.333333333,0,,1
348,0,0,,,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,1,1,3,,,0,3,1,Tidak,0,2,,,0,0.333333333,0.333333333,0.333333333,1.333333333,3,0.666666667,1,0.333333333,,0.333333333
349,0,1,tidak,kurang,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,7,9,8,1,2,,,0,2,1,Ya,1,3,500,,0,1,1,1,4,3,0.666666667,2,0,,1
350,,0,tidak,kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Kurang,Kurang,Ya,Ya,ya,10,8,8,8,0,,,,0,1,1,Ya,1,3,25000,,0,1,1,1,4,3,0.666666667,1.333333333,0.333333333,,1
351,0,0,tidak,besar,,,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,9,1,3,,,0,3,1,Ya,1,3,,,0,1,1,1,4,3,1,1.666666667,0,,1
352,,0,tidak,besar,Ya,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,7,0,,,,0,1,1,Ya,1,2,20000,,0,1,1,1,4,3,1,1,0,,1
353,,0,,,,,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,9,10,10,0,,,,0,2,1,Ya,1,3,75000,,0,0,0.333333333,0,0.666666667,2,0.666666667,1,0,,0.333333333
354,,0,tidak,besar,Ya,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,6,7,5,0,,,,0,1,1,Ya,1,3,2000,,0,1,1,1,4,3,1,3,0.666666667,,1
355,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,,,,,ya,5,6,5,5,0,,,,0,7,1,Tidak,0,2,,,0,0,0,0,0,0,0,0,0,,0
356,,0,tidak,besar,Ya,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,7,5,1,3,,60000,60000,1,0,Ya,1,2,21666.66667,,0,1,0,0.333333333,1.333333333,2,1,2.333333333,0.333333333,,0
357,0,0,ya,besar,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,1,0,,,,0,3,1,Tidak,0,3,,,0,0.666666667,0.333333333,0,1,0,1,1.333333333,0.333333333,,0
358,0,0,ya,besar,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,10,10,8,0,,,,0,10,1,Ya,0,2,,,0,0,0,0,0,0,0,0,0,,0
359,0,0,tidak,besar,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,1,0,,,,0,6,1,Ya,1,2,,,0,0.666666667,0,0,0.666666667,0,0.666666667,2,0,,0
360,0,0,tidak,besar,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,6,7,8,6,0,,,20000,20000,1,1,Ya,0,2,,,0,0,0,0,0,0,0.333333333,0.666666667,0.333333333,,0
361,,0,tidak,besar,Ya,kurang,memuaskan,Memuaskan,Kurang,Kurang,Kurang,Kurang,ya,10,10,10,8,0,,,,0,1,0,Ya,1,2,,,0,0.666666667,0,0,0.666666667,3,1,1,0,,0
362,0,0,ya,kurang,Tidak,tidak tahu,belum memuaskan,Memuaskan,Kurang,Ya,Ya,Ya,ya,9,9,10,10,0,,,,0,2,1,Tidak,0,2,,,0,0.666666667,0.333333333,0,1,0,1,2,0,,0
363,1,0,,,,,belum memuaskan,Sangat memuaskan,Ya,Ya,Ya,Ya,tidak,8,7,8,7,0,,,,0,2,1,Ya,1,3,1000,,0,1,1,1,3.666666667,2.666666667,1,3,1,,0.666666667
364,,0,tidak,besar,Tidak,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,7,7,7,0,,,,0,2,1,Ya,1,3,1000,,0,0,0.666666667,0.333333333,1.333333333,3,0.666666667,1.333333333,1,,0.333333333
365,,0,tidak,kurang,,,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,7,8,0,,,,0,3,1,Tidak,1,2,100000,,0,0.666666667,0.333333333,0,1,2,0.666666667,1,0,,0
366,0,0,tidak,sangat kurang,Tidak,tidak tahu,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,9,0,,,6000000,6000000,2,1,Ya,1,2,1000,,0,1,0.666666667,0.333333333,2.666666667,3,1,3,0.666666667,,0.666666667
